867832759  /apps/hive/warehouse/cpc.db/siebel_s_addr_per
180812449  /apps/hive/warehouse/cpc.db/siebel_s_cif_org_map
257013752  /apps/hive/warehouse/cpc.db/siebel_s_con_addr
1485293890  /apps/hive/warehouse/cpc.db/siebel_s_contact
1113603780  /apps/hive/warehouse/cpc.db/siebel_s_org_ext
134113058  /apps/hive/warehouse/cpc.db/siebel_s_org_ext_t
18316  /apps/hive/warehouse/siebel_nova.db/siebel_cx_project_id
260582610  /apps/hive/warehouse/siebel_nova.db/siebel_s_addr_per
166974709  /apps/hive/warehouse/siebel_nova.db/siebel_s_con_addr
575063235  /apps/hive/warehouse/siebel_nova.db/siebel_s_contact
6536  /apps/hive/warehouse/siebel_nova.db/siebel_s_contact_info
204440758  /apps/hive/warehouse/siebel_nova.db/siebel_s_contact_x
105370399  /apps/hive/warehouse/siebel_nova.db/siebel_s_employee_x
137218594  /apps/hive/warehouse/siebel_nova.db/siebel_s_inv_prof
433201822  /apps/hive/warehouse/siebel_nova.db/siebel_s_org_ext
162857416  /apps/hive/warehouse/siebel_nova.db/siebel_s_org_ext_x
9315  /apps/hive/warehouse/siebel_nova.db/siebel_s_srv_regn
10435  /apps/hive/warehouse/siebel_nova.db/siebel_s_doc_agree
12768183  /apps/hive/warehouse/siebel_nova.db/siebel_s_doc_quote
5539543386  /apps/hive/warehouse/siebel_nova.db/siebel_s_evt_act
2018787956  /apps/hive/warehouse/siebel_nova.db/siebel_s_evt_act_x
1400619  /apps/hive/warehouse/siebel_nova.db/siebel_s_lst_of_val
550917  /apps/hive/warehouse/siebel_nova.db/siebel_s_opty
929071467  /apps/hive/warehouse/siebel_nova.db/siebel_s_order
262280003  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_dtl
8635312315  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_item
3528534035  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_item_om
4540242620  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_item_x
1337474812  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_item_xa
3174  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_type
605998412  /apps/hive/warehouse/siebel_nova.db/siebel_s_order_x
152737  /apps/hive/warehouse/siebel_nova.db/siebel_s_postn
204571  /apps/hive/warehouse/siebel_nova.db/siebel_s_prod_int
124469  /apps/hive/warehouse/siebel_nova.db/siebel_s_prod_int_x
3790284776  /apps/hive/warehouse/siebel_nova.db/siebel_s_srv_req
1359577882  /apps/hive/warehouse/siebel_nova.db/siebel_s_srv_req_x
830055  /apps/hive/warehouse/siebel_nova.db/siebel_s_user
111838826  /apps/hive/warehouse/brm_nova.db/pin_account_nameinfo_t
82533067  /apps/hive/warehouse/brm_nova.db/pin_account_t
102554721  /apps/hive/warehouse/brm_nova.db/pin_billinfo_t
81808685  /apps/hive/warehouse/brm_nova.db/pin_payinfo_inv_t
